exercise_name,stable_key,image_asset_name,mapping_confidence,needs_review,reason
포고 점프,ex_e465d1e9,exercise_images/stable_key/ex_e465d1e9.png,HIGH,0,user_approved_stable_key_asset
네거티브 풀업,ex_e4f911bb,exercise_images/stable_key/ex_e4f911bb.png,HIGH,0,user_approved_stable_key_asset
케이블 컬,ex_e709eeda,exercise_images/stable_key/ex_e709eeda.png,HIGH,0,user_approved_stable_key_asset
밴드 외회전,ex_e8ff8cfa,exercise_images/stable_key/ex_e8ff8cfa.png,HIGH,0,user_approved_stable_key_asset
핵 스쿼트,ex_e9e97659,exercise_images/stable_key/ex_e9e97659.png,HIGH,0,user_approved_stable_key_asset
원암 케이블 오버헤드 트라이셉스 익스텐션,ex_eb636bac,exercise_images/stable_key/ex_eb636bac.png,HIGH,0,user_approved_stable_key_asset
스케이터 스쿼트,ex_ee378da7,exercise_images/stable_key/ex_ee378da7.png,HIGH,0,user_approved_stable_key_asset
원레그 핵 스쿼트,ex_f1d31d3d,exercise_images/stable_key/ex_f1d31d3d.png,HIGH,0,user_approved_stable_key_asset
스플릿 스쿼트,ex_f2a79d37,exercise_images/stable_key/ex_f2a79d37.png,HIGH,0,user_approved_stable_key_asset
월 드라이브,ex_f332aeab,exercise_images/stable_key/ex_f332aeab.png,HIGH,0,user_approved_stable_key_asset
메도우즈 로우,ex_f459ad2a,exercise_images/stable_key/ex_f459ad2a.png,HIGH,0,user_approved_stable_key_asset
덤벨 프로네이션/수피네이션,ex_f6703b06,exercise_images/stable_key/ex_f6703b06.png,HIGH,0,user_approved_stable_key_asset
사이드 플랭크,ex_f6d43398,exercise_images/stable_key/ex_f6d43398.png,HIGH,0,user_approved_stable_key_asset
월 슬라이드,ex_f97a05ab,exercise_images/stable_key/ex_f97a05ab.png,HIGH,0,user_approved_stable_key_asset
핸드스탠드 푸시업,ex_fa2e73b3,exercise_images/stable_key/ex_fa2e73b3.png,HIGH,0,user_approved_stable_key_asset
케이블 로우,ex_fa31f7a6,exercise_images/stable_key/ex_fa31f7a6.png,HIGH,0,user_approved_stable_key_asset
스미스 머신 스쿼트,ex_fa3416f6,exercise_images/stable_key/ex_fa3416f6.png,HIGH,0,user_approved_stable_key_asset
케이블 킥백,ex_fa34ddfe,exercise_images/stable_key/ex_fa34ddfe.png,HIGH,0,user_approved_stable_key_asset
트라이셉스 푸시다운,ex_fa570291,exercise_images/stable_key/ex_fa570291.png,HIGH,0,user_approved_stable_key_asset
